"Origin","OriginTerm","CoreTerm"
"icd10cm:L98A318:official","non-pressure chronic ulcer of right hand with other specified severity","right hand specified severity non pressure chronic ulcer"
"icd10cm:L98A319:official","non-pressure chronic ulcer of right hand with unspecified severity","right hand severity non pressure chronic ulcer"
"icd10cm:L98A32:official","non-pressure chronic ulcer of left hand","left hand non pressure chronic ulcer"
"icd10cm:L98A321:official","non-pressure chronic ulcer of left hand limited to breakdown of skin","left hand limited breakdown skin non pressure chronic ulcer"
"icd10cm:L98A322:official","non-pressure chronic ulcer of left hand with fat layer exposed","left hand fat layer exposed non pressure chronic ulcer"
"icd10cm:L98A323:official","non-pressure chronic ulcer of left hand with necrosis of muscle","left hand necrosis muscle non pressure chronic ulcer"
"icd10cm:L98A324:official","non-pressure chronic ulcer of left hand with necrosis of bone","left hand necrosis bone non pressure chronic ulcer"
"icd10cm:L98A325:official","non-pressure chronic ulcer of left hand with muscle involvement without evidence of necrosis","left hand muscle involvement evidence necrosis non pressure chronic ulcer"
"icd10cm:L98A326:official","non-pressure chronic ulcer of left hand with bone involvement without evidence of necrosis","left hand bone involvement evidence necrosis non pressure chronic ulcer"
"icd10cm:L98A328:official","non-pressure chronic ulcer of left hand with other specified severity","left hand specified severity non pressure chronic ulcer"
"icd10cm:L98A329:official","non-pressure chronic ulcer of left hand with unspecified severity","left hand severity non pressure chronic ulcer"
"icd10cm:L98A391:official","non-pressure chronic ulcer of unspecified hand limited to breakdown of skin","hand limited breakdown skin non pressure chronic ulcer"
"icd10cm:L98A392:official","non-pressure chronic ulcer of unspecified hand with fat layer exposed","hand fat layer exposed non pressure chronic ulcer"
"icd10cm:L98A393:official","non-pressure chronic ulcer of unspecified hand with necrosis of muscle","hand necrosis muscle non pressure chronic ulcer"
"icd10cm:L98A394:official","non-pressure chronic ulcer of unspecified hand with necrosis of bone","hand necrosis bone non pressure chronic ulcer"
"icd10cm:L98A395:official","non-pressure chronic ulcer of unspecified hand with muscle involvement without evidence of necrosis","hand muscle involvement evidence necrosis non pressure chronic ulcer"
"icd10cm:L98A396:official","non-pressure chronic ulcer of unspecified hand with bone involvement without evidence of necrosis","hand bone involvement evidence necrosis non pressure chronic ulcer"
"icd10cm:L98A398:official","non-pressure chronic ulcer of unspecified hand with other specified severity","hand specified severity non pressure chronic ulcer"
"icd10cm:L98A399:official","non-pressure chronic ulcer of unspecified hand with unspecified severity","hand severity non pressure chronic ulcer"
"icd10cm:L985:official","mucinosis of the skin","the skin mucinosis"
"icd10cm:L986:official","other infiltrative disorders of the skin and subcutaneous tissue","the skin subcutaneous tissue infiltrative disorders"
"icd10cm:L987:official","excessive and redundant skin and subcutaneous tissue","excessive redundant tissue"
"icd10cm:L988:official","other specified disorders of the skin and subcutaneous tissue","the skin subcutaneous tissue specified disorders"
"icd10cm:L989:official","disorder of the skin and subcutaneous tissue, unspecified","the skin subcutaneous tissue disorder"
"icd10cm:L99:official","other disorders of skin and subcutaneous tissue in diseases classified elsewhere","skin subcutaneous tissue diseases classified elsewhere disorders"
"icd10cm:M000:official","staphylococcal arthritis and polyarthritis","staphylococcal arthritis polyarthritis"
"icd10cm:M0000:official","staphylococcal arthritis, unspecified joint","staphylococcal arthritis"
"icd10cm:M001:official","pneumococcal arthritis and polyarthritis","pneumococcal arthritis polyarthritis"
"icd10cm:M0010:official","pneumococcal arthritis, unspecified joint","pneumococcal arthritis"
"icd10cm:M002:official","other streptococcal arthritis and polyarthritis","streptococcal arthritis polyarthritis"
"icd10cm:M0020:official","other streptococcal arthritis, unspecified joint","streptococcal arthritis"
"icd10cm:M0029:official","other streptococcal polyarthritis","streptococcal polyarthritis"
"icd10cm:M008:official","arthritis and polyarthritis due to other bacteria","arthritis polyarthritis"
"icd10cm:M0089:official","polyarthritis due to other bacteria","polyarthritis"
"icd10cm:M009:official","pyogenic arthritis, unspecified","pyogenic arthritis"
"icd10cm:M01:official","direct infections of joint in infectious and parasitic diseases classified elsewhere","joint infectious parasitic diseases classified elsewhere direct infections"
"icd10cm:M01X:official","direct infection of joint in infectious and parasitic diseases classified elsewhere","joint infectious parasitic diseases classified elsewhere direct infection"
"icd10cm:M01X1:official","direct infection of shoulder joint in infectious and parasitic diseases classified elsewhere","shoulder joint infectious parasitic diseases classified elsewhere direct infection"
"icd10cm:M01X11:official","direct infection of right shoulder in infectious and parasitic diseases classified elsewhere","right shoulder infectious parasitic diseases classified elsewhere direct infection"
"icd10cm:M01X12:official","direct infection of left shoulder in infectious and parasitic diseases classified elsewhere","left shoulder infectious parasitic diseases classified elsewhere direct infection"
"icd10cm:M01X19:official","direct infection of unspecified shoulder in infectious and parasitic diseases classified elsewhere","shoulder infectious parasitic diseases classified elsewhere direct infection"
"icd10cm:M01X2:official","direct infection of elbow in infectious and parasitic diseases classified elsewhere","elbow infectious parasitic diseases classified elsewhere direct infection"
"icd10cm:M01X21:official","direct infection of right elbow in infectious and parasitic diseases classified elsewhere","right elbow infectious parasitic diseases classified elsewhere direct infection"
"icd10cm:M01X22:official","direct infection of left elbow in infectious and parasitic diseases classified elsewhere","left elbow infectious parasitic diseases classified elsewhere direct infection"
"icd10cm:M01X3:official","direct infection of wrist in infectious and parasitic diseases classified elsewhere","wrist infectious parasitic diseases classified elsewhere direct infection"
"icd10cm:M01X31:official","direct infection of right wrist in infectious and parasitic diseases classified elsewhere","right wrist infectious parasitic diseases classified elsewhere direct infection"
"icd10cm:M01X32:official","direct infection of left wrist in infectious and parasitic diseases classified elsewhere","left wrist infectious parasitic diseases classified elsewhere direct infection"
"icd10cm:M01X4:official","direct infection of hand in infectious and parasitic diseases classified elsewhere","hand infectious parasitic diseases classified elsewhere direct infection"
"icd10cm:M01X41:official","direct infection of right hand in infectious and parasitic diseases classified elsewhere","right hand infectious parasitic diseases classified elsewhere direct infection"
"icd10cm:M01X42:official","direct infection of left hand in infectious and parasitic diseases classified elsewhere","left hand infectious parasitic diseases classified elsewhere direct infection"
"icd10cm:M01X5:official","direct infection of hip in infectious and parasitic diseases classified elsewhere","hip infectious parasitic diseases classified elsewhere direct infection"
"icd10cm:M01X51:official","direct infection of right hip in infectious and parasitic diseases classified elsewhere","right hip infectious parasitic diseases classified elsewhere direct infection"
"icd10cm:M01X52:official","direct infection of left hip in infectious and parasitic diseases classified elsewhere","left hip infectious parasitic diseases classified elsewhere direct infection"
"icd10cm:M01X6:official","direct infection of knee in infectious and parasitic diseases classified elsewhere","knee infectious parasitic diseases classified elsewhere direct infection"
"icd10cm:M01X61:official","direct infection of right knee in infectious and parasitic diseases classified elsewhere","right knee infectious parasitic diseases classified elsewhere direct infection"
"icd10cm:M01X62:official","direct infection of left knee in infectious and parasitic diseases classified elsewhere","left knee infectious parasitic diseases classified elsewhere direct infection"
"icd10cm:M01X7:official","direct infection of ankle and foot in infectious and parasitic diseases classified elsewhere","ankle foot infectious parasitic diseases classified elsewhere direct infection"
"icd10cm:M01X71:official","direct infection of right ankle and foot in infectious and parasitic diseases classified elsewhere","right ankle foot infectious parasitic diseases classified elsewhere direct infection"
"icd10cm:M01X72:official","direct infection of left ankle and foot in infectious and parasitic diseases classified elsewhere","left ankle foot infectious parasitic diseases classified elsewhere direct infection"
"icd10cm:M01X8:official","direct infection of vertebrae in infectious and parasitic diseases classified elsewhere","vertebrae infectious parasitic diseases classified elsewhere direct infection"
"icd10cm:M01X9:official","direct infection of multiple joints in infectious and parasitic diseases classified elsewhere","multiple joints infectious parasitic diseases classified elsewhere direct infection"
"icd10cm:M02:official","postinfective and reactive arthropathies","postinfective reactive arthropathies"
"icd10cm:M0200:official","arthropathy following intestinal bypass, unspecified site","arthropathy following intestinal bypass"
"icd10cm:M0210:official","postdysenteric arthropathy, unspecified site","postdysenteric arthropathy"
"icd10cm:M0220:official","postimmunization arthropathy, unspecified site","postimmunization arthropathy"
"icd10cm:M0230:official","reiter's disease, unspecified site","reiter's disease"
"icd10cm:M028:official","other reactive arthropathies","reactive arthropathies"
"icd10cm:M029:official","reactive arthropathy, unspecified","reactive arthropathy"
"icd10cm:M042:official","cryopyrin-associated periodic syndromes","cryopyrin associated periodic syndromes"
"icd10cm:M048:official","other autoinflammatory syndromes","autoinflammatory syndromes"
"icd10cm:M049:official","autoinflammatory syndrome, unspecified","autoinflammatory syndrome"
"icd10cm:M05:official","rheumatoid arthritis with rheumatoid factor","rheumatoid arthritis"
"icd10cm:M0500:official","felty's syndrome, unspecified site","felty's syndrome"
"icd10cm:M051:official","rheumatoid lung disease with rheumatoid arthritis","rheumatoid lung disease"
"icd10cm:M0510:official","rheumatoid lung disease with rheumatoid arthritis of unspecified site","site rheumatoid lung disease rheumatoid arthritis"
"icd10cm:M0511:official","rheumatoid lung disease with rheumatoid arthritis of shoulder","shoulder rheumatoid lung disease rheumatoid arthritis"
"icd10cm:M05111:official","rheumatoid lung disease with rheumatoid arthritis of right shoulder","right shoulder rheumatoid lung disease rheumatoid arthritis"
"icd10cm:M05112:official","rheumatoid lung disease with rheumatoid arthritis of left shoulder","left shoulder rheumatoid lung disease rheumatoid arthritis"
"icd10cm:M0512:official","rheumatoid lung disease with rheumatoid arthritis of elbow","elbow rheumatoid lung disease rheumatoid arthritis"
"icd10cm:M05121:official","rheumatoid lung disease with rheumatoid arthritis of right elbow","right elbow rheumatoid lung disease rheumatoid arthritis"
"icd10cm:M05122:official","rheumatoid lung disease with rheumatoid arthritis of left elbow","left elbow rheumatoid lung disease rheumatoid arthritis"
"icd10cm:M0513:official","rheumatoid lung disease with rheumatoid arthritis of wrist","wrist rheumatoid lung disease rheumatoid arthritis"
"icd10cm:M05131:official","rheumatoid lung disease with rheumatoid arthritis of right wrist","right wrist rheumatoid lung disease rheumatoid arthritis"
"icd10cm:M05132:official","rheumatoid lung disease with rheumatoid arthritis of left wrist","left wrist rheumatoid lung disease rheumatoid arthritis"
"icd10cm:M0514:official","rheumatoid lung disease with rheumatoid arthritis of hand","hand rheumatoid lung disease rheumatoid arthritis"
"icd10cm:M05141:official","rheumatoid lung disease with rheumatoid arthritis of right hand","right hand rheumatoid lung disease rheumatoid arthritis"
"icd10cm:M05142:official","rheumatoid lung disease with rheumatoid arthritis of left hand","left hand rheumatoid lung disease rheumatoid arthritis"
"icd10cm:M0515:official","rheumatoid lung disease with rheumatoid arthritis of hip","hip rheumatoid lung disease rheumatoid arthritis"
"icd10cm:M05151:official","rheumatoid lung disease with rheumatoid arthritis of right hip","right hip rheumatoid lung disease rheumatoid arthritis"
"icd10cm:M05152:official","rheumatoid lung disease with rheumatoid arthritis of left hip","left hip rheumatoid lung disease rheumatoid arthritis"
"icd10cm:M0516:official","rheumatoid lung disease with rheumatoid arthritis of knee","knee rheumatoid lung disease rheumatoid arthritis"
"icd10cm:M05161:official","rheumatoid lung disease with rheumatoid arthritis of right knee","right knee rheumatoid lung disease rheumatoid arthritis"
"icd10cm:M05162:official","rheumatoid lung disease with rheumatoid arthritis of left knee","left knee rheumatoid lung disease rheumatoid arthritis"
"icd10cm:M0517:official","rheumatoid lung disease with rheumatoid arthritis of ankle and foot","ankle foot rheumatoid lung disease rheumatoid arthritis"
"icd10cm:M05171:official","rheumatoid lung disease with rheumatoid arthritis of right ankle and foot","right ankle foot rheumatoid lung disease rheumatoid arthritis"
"icd10cm:M05172:official","rheumatoid lung disease with rheumatoid arthritis of left ankle and foot","left ankle foot rheumatoid lung disease rheumatoid arthritis"
"icd10cm:M0519:official","rheumatoid lung disease with rheumatoid arthritis of multiple sites","multiple sites rheumatoid lung disease rheumatoid arthritis"
"icd10cm:M052:official","rheumatoid vasculitis with rheumatoid arthritis","rheumatoid vasculitis"
"icd10cm:M0520:official","rheumatoid vasculitis with rheumatoid arthritis of unspecified site","site rheumatoid vasculitis rheumatoid arthritis"
"icd10cm:M0521:official","rheumatoid vasculitis with rheumatoid arthritis of shoulder","shoulder rheumatoid vasculitis rheumatoid arthritis"
"icd10cm:M05211:official","rheumatoid vasculitis with rheumatoid arthritis of right shoulder","right shoulder rheumatoid vasculitis rheumatoid arthritis"
"icd10cm:M05212:official","rheumatoid vasculitis with rheumatoid arthritis of left shoulder","left shoulder rheumatoid vasculitis rheumatoid arthritis"
"icd10cm:M0522:official","rheumatoid vasculitis with rheumatoid arthritis of elbow","elbow rheumatoid vasculitis rheumatoid arthritis"
"icd10cm:M05221:official","rheumatoid vasculitis with rheumatoid arthritis of right elbow","right elbow rheumatoid vasculitis rheumatoid arthritis"
"icd10cm:M05222:official","rheumatoid vasculitis with rheumatoid arthritis of left elbow","left elbow rheumatoid vasculitis rheumatoid arthritis"
"icd10cm:M0523:official","rheumatoid vasculitis with rheumatoid arthritis of wrist","wrist rheumatoid vasculitis rheumatoid arthritis"
"icd10cm:M05231:official","rheumatoid vasculitis with rheumatoid arthritis of right wrist","right wrist rheumatoid vasculitis rheumatoid arthritis"
"icd10cm:M05232:official","rheumatoid vasculitis with rheumatoid arthritis of left wrist","left wrist rheumatoid vasculitis rheumatoid arthritis"
"icd10cm:M0524:official","rheumatoid vasculitis with rheumatoid arthritis of hand","hand rheumatoid vasculitis rheumatoid arthritis"
"icd10cm:M05241:official","rheumatoid vasculitis with rheumatoid arthritis of right hand","right hand rheumatoid vasculitis rheumatoid arthritis"
"icd10cm:M05242:official","rheumatoid vasculitis with rheumatoid arthritis of left hand","left hand rheumatoid vasculitis rheumatoid arthritis"
"icd10cm:M0525:official","rheumatoid vasculitis with rheumatoid arthritis of hip","hip rheumatoid vasculitis rheumatoid arthritis"
"icd10cm:M05251:official","rheumatoid vasculitis with rheumatoid arthritis of right hip","right hip rheumatoid vasculitis rheumatoid arthritis"
"icd10cm:M05252:official","rheumatoid vasculitis with rheumatoid arthritis of left hip","left hip rheumatoid vasculitis rheumatoid arthritis"
"icd10cm:M0526:official","rheumatoid vasculitis with rheumatoid arthritis of knee","knee rheumatoid vasculitis rheumatoid arthritis"
"icd10cm:M05261:official","rheumatoid vasculitis with rheumatoid arthritis of right knee","right knee rheumatoid vasculitis rheumatoid arthritis"
"icd10cm:M05262:official","rheumatoid vasculitis with rheumatoid arthritis of left knee","left knee rheumatoid vasculitis rheumatoid arthritis"
"icd10cm:M0527:official","rheumatoid vasculitis with rheumatoid arthritis of ankle and foot","ankle foot rheumatoid vasculitis rheumatoid arthritis"
"icd10cm:M05271:official","rheumatoid vasculitis with rheumatoid arthritis of right ankle and foot","right ankle foot rheumatoid vasculitis rheumatoid arthritis"
"icd10cm:M05272:official","rheumatoid vasculitis with rheumatoid arthritis of left ankle and foot","left ankle foot rheumatoid vasculitis rheumatoid arthritis"
"icd10cm:M0529:official","rheumatoid vasculitis with rheumatoid arthritis of multiple sites","multiple sites rheumatoid vasculitis rheumatoid arthritis"
"icd10cm:M053:official","rheumatoid heart disease with rheumatoid arthritis","rheumatoid heart disease"
"icd10cm:M0530:official","rheumatoid heart disease with rheumatoid arthritis of unspecified site","site rheumatoid heart disease rheumatoid arthritis"
"icd10cm:M0531:official","rheumatoid heart disease with rheumatoid arthritis of shoulder","shoulder rheumatoid heart disease rheumatoid arthritis"
"icd10cm:M05311:official","rheumatoid heart disease with rheumatoid arthritis of right shoulder","right shoulder rheumatoid heart disease rheumatoid arthritis"
"icd10cm:M05312:official","rheumatoid heart disease with rheumatoid arthritis of left shoulder","left shoulder rheumatoid heart disease rheumatoid arthritis"
"icd10cm:M0532:official","rheumatoid heart disease with rheumatoid arthritis of elbow","elbow rheumatoid heart disease rheumatoid arthritis"
"icd10cm:M05321:official","rheumatoid heart disease with rheumatoid arthritis of right elbow","right elbow rheumatoid heart disease rheumatoid arthritis"
"icd10cm:M05322:official","rheumatoid heart disease with rheumatoid arthritis of left elbow","left elbow rheumatoid heart disease rheumatoid arthritis"
"icd10cm:M0533:official","rheumatoid heart disease with rheumatoid arthritis of wrist","wrist rheumatoid heart disease rheumatoid arthritis"
"icd10cm:M05331:official","rheumatoid heart disease with rheumatoid arthritis of right wrist","right wrist rheumatoid heart disease rheumatoid arthritis"
"icd10cm:M05332:official","rheumatoid heart disease with rheumatoid arthritis of left wrist","left wrist rheumatoid heart disease rheumatoid arthritis"
"icd10cm:M0534:official","rheumatoid heart disease with rheumatoid arthritis of hand","hand rheumatoid heart disease rheumatoid arthritis"
"icd10cm:M05341:official","rheumatoid heart disease with rheumatoid arthritis of right hand","right hand rheumatoid heart disease rheumatoid arthritis"
"icd10cm:M05342:official","rheumatoid heart disease with rheumatoid arthritis of left hand","left hand rheumatoid heart disease rheumatoid arthritis"
"icd10cm:M0535:official","rheumatoid heart disease with rheumatoid arthritis of hip","hip rheumatoid heart disease rheumatoid arthritis"
"icd10cm:M05351:official","rheumatoid heart disease with rheumatoid arthritis of right hip","right hip rheumatoid heart disease rheumatoid arthritis"
"icd10cm:M05352:official","rheumatoid heart disease with rheumatoid arthritis of left hip","left hip rheumatoid heart disease rheumatoid arthritis"
"icd10cm:M0536:official","rheumatoid heart disease with rheumatoid arthritis of knee","knee rheumatoid heart disease rheumatoid arthritis"
"icd10cm:M05361:official","rheumatoid heart disease with rheumatoid arthritis of right knee","right knee rheumatoid heart disease rheumatoid arthritis"
"icd10cm:M05362:official","rheumatoid heart disease with rheumatoid arthritis of left knee","left knee rheumatoid heart disease rheumatoid arthritis"
"icd10cm:M0537:official","rheumatoid heart disease with rheumatoid arthritis of ankle and foot","ankle foot rheumatoid heart disease rheumatoid arthritis"
"icd10cm:M05371:official","rheumatoid heart disease with rheumatoid arthritis of right ankle and foot","right ankle foot rheumatoid heart disease rheumatoid arthritis"
"icd10cm:M05372:official","rheumatoid heart disease with rheumatoid arthritis of left ankle and foot","left ankle foot rheumatoid heart disease rheumatoid arthritis"
"icd10cm:M0539:official","rheumatoid heart disease with rheumatoid arthritis of multiple sites","multiple sites rheumatoid heart disease rheumatoid arthritis"
"icd10cm:M054:official","rheumatoid myopathy with rheumatoid arthritis","rheumatoid myopathy"
"icd10cm:M0540:official","rheumatoid myopathy with rheumatoid arthritis of unspecified site","site rheumatoid myopathy rheumatoid arthritis"
"icd10cm:M0541:official","rheumatoid myopathy with rheumatoid arthritis of shoulder","shoulder rheumatoid myopathy rheumatoid arthritis"
"icd10cm:M05411:official","rheumatoid myopathy with rheumatoid arthritis of right shoulder","right shoulder rheumatoid myopathy rheumatoid arthritis"
"icd10cm:M05412:official","rheumatoid myopathy with rheumatoid arthritis of left shoulder","left shoulder rheumatoid myopathy rheumatoid arthritis"
"icd10cm:M0542:official","rheumatoid myopathy with rheumatoid arthritis of elbow","elbow rheumatoid myopathy rheumatoid arthritis"
"icd10cm:M05421:official","rheumatoid myopathy with rheumatoid arthritis of right elbow","right elbow rheumatoid myopathy rheumatoid arthritis"
"icd10cm:M05422:official","rheumatoid myopathy with rheumatoid arthritis of left elbow","left elbow rheumatoid myopathy rheumatoid arthritis"
"icd10cm:M0543:official","rheumatoid myopathy with rheumatoid arthritis of wrist","wrist rheumatoid myopathy rheumatoid arthritis"
"icd10cm:M05431:official","rheumatoid myopathy with rheumatoid arthritis of right wrist","right wrist rheumatoid myopathy rheumatoid arthritis"
"icd10cm:M05432:official","rheumatoid myopathy with rheumatoid arthritis of left wrist","left wrist rheumatoid myopathy rheumatoid arthritis"
"icd10cm:M0544:official","rheumatoid myopathy with rheumatoid arthritis of hand","hand rheumatoid myopathy rheumatoid arthritis"
"icd10cm:M05441:official","rheumatoid myopathy with rheumatoid arthritis of right hand","right hand rheumatoid myopathy rheumatoid arthritis"
"icd10cm:M05442:official","rheumatoid myopathy with rheumatoid arthritis of left hand","left hand rheumatoid myopathy rheumatoid arthritis"
"icd10cm:M0545:official","rheumatoid myopathy with rheumatoid arthritis of hip","hip rheumatoid myopathy rheumatoid arthritis"
"icd10cm:M05451:official","rheumatoid myopathy with rheumatoid arthritis of right hip","right hip rheumatoid myopathy rheumatoid arthritis"
"icd10cm:M05452:official","rheumatoid myopathy with rheumatoid arthritis of left hip","left hip rheumatoid myopathy rheumatoid arthritis"
"icd10cm:M0546:official","rheumatoid myopathy with rheumatoid arthritis of knee","knee rheumatoid myopathy rheumatoid arthritis"
"icd10cm:M05461:official","rheumatoid myopathy with rheumatoid arthritis of right knee","right knee rheumatoid myopathy rheumatoid arthritis"
"icd10cm:M05462:official","rheumatoid myopathy with rheumatoid arthritis of left knee","left knee rheumatoid myopathy rheumatoid arthritis"
"icd10cm:M0547:official","rheumatoid myopathy with rheumatoid arthritis of ankle and foot","ankle foot rheumatoid myopathy rheumatoid arthritis"
"icd10cm:M05471:official","rheumatoid myopathy with rheumatoid arthritis of right ankle and foot","right ankle foot rheumatoid myopathy rheumatoid arthritis"
"icd10cm:M05472:official","rheumatoid myopathy with rheumatoid arthritis of left ankle and foot","left ankle foot rheumatoid myopathy rheumatoid arthritis"
"icd10cm:M0549:official","rheumatoid myopathy with rheumatoid arthritis of multiple sites","multiple sites rheumatoid myopathy rheumatoid arthritis"
"icd10cm:M055:official","rheumatoid polyneuropathy with rheumatoid arthritis","rheumatoid polyneuropathy"
"icd10cm:M0550:official","rheumatoid polyneuropathy with rheumatoid arthritis of unspecified site","site rheumatoid polyneuropathy rheumatoid arthritis"
"icd10cm:M0551:official","rheumatoid polyneuropathy with rheumatoid arthritis of shoulder","shoulder rheumatoid polyneuropathy rheumatoid arthritis"
"icd10cm:M05511:official","rheumatoid polyneuropathy with rheumatoid arthritis of right shoulder","right shoulder rheumatoid polyneuropathy rheumatoid arthritis"
"icd10cm:M05512:official","rheumatoid polyneuropathy with rheumatoid arthritis of left shoulder","left shoulder rheumatoid polyneuropathy rheumatoid arthritis"
"icd10cm:M0552:official","rheumatoid polyneuropathy with rheumatoid arthritis of elbow","elbow rheumatoid polyneuropathy rheumatoid arthritis"
"icd10cm:M05521:official","rheumatoid polyneuropathy with rheumatoid arthritis of right elbow","right elbow rheumatoid polyneuropathy rheumatoid arthritis"
"icd10cm:M05522:official","rheumatoid polyneuropathy with rheumatoid arthritis of left elbow","left elbow rheumatoid polyneuropathy rheumatoid arthritis"
"icd10cm:M0553:official","rheumatoid polyneuropathy with rheumatoid arthritis of wrist","wrist rheumatoid polyneuropathy rheumatoid arthritis"
"icd10cm:M05531:official","rheumatoid polyneuropathy with rheumatoid arthritis of right wrist","right wrist rheumatoid polyneuropathy rheumatoid arthritis"
"icd10cm:M05532:official","rheumatoid polyneuropathy with rheumatoid arthritis of left wrist","left wrist rheumatoid polyneuropathy rheumatoid arthritis"
"icd10cm:M0554:official","rheumatoid polyneuropathy with rheumatoid arthritis of hand","hand rheumatoid polyneuropathy rheumatoid arthritis"
"icd10cm:M05541:official","rheumatoid polyneuropathy with rheumatoid arthritis of right hand","right hand rheumatoid polyneuropathy rheumatoid arthritis"
"icd10cm:M05542:official","rheumatoid polyneuropathy with rheumatoid arthritis of left hand","left hand rheumatoid polyneuropathy rheumatoid arthritis"
"icd10cm:M0555:official","rheumatoid polyneuropathy with rheumatoid arthritis of hip","hip rheumatoid polyneuropathy rheumatoid arthritis"
"icd10cm:M05551:official","rheumatoid polyneuropathy with rheumatoid arthritis of right hip","right hip rheumatoid polyneuropathy rheumatoid arthritis"
"icd10cm:M05552:official","rheumatoid polyneuropathy with rheumatoid arthritis of left hip","left hip rheumatoid polyneuropathy rheumatoid arthritis"
"icd10cm:M0556:official","rheumatoid polyneuropathy with rheumatoid arthritis of knee","knee rheumatoid polyneuropathy rheumatoid arthritis"
"icd10cm:M05561:official","rheumatoid polyneuropathy with rheumatoid arthritis of right knee","right knee rheumatoid polyneuropathy rheumatoid arthritis"
"icd10cm:M05562:official","rheumatoid polyneuropathy with rheumatoid arthritis of left knee","left knee rheumatoid polyneuropathy rheumatoid arthritis"
"icd10cm:M0557:official","rheumatoid polyneuropathy with rheumatoid arthritis of ankle and foot","ankle foot rheumatoid polyneuropathy rheumatoid arthritis"
"icd10cm:M05571:official","rheumatoid polyneuropathy with rheumatoid arthritis of right ankle and foot","right ankle foot rheumatoid polyneuropathy rheumatoid arthritis"
"icd10cm:M05572:official","rheumatoid polyneuropathy with rheumatoid arthritis of left ankle and foot","left ankle foot rheumatoid polyneuropathy rheumatoid arthritis"
"icd10cm:M0559:official","rheumatoid polyneuropathy with rheumatoid arthritis of multiple sites","multiple sites rheumatoid polyneuropathy rheumatoid arthritis"
"icd10cm:M056:official","rheumatoid arthritis with involvement of other organs and systems","organs systems rheumatoid arthritis involvement"
"icd10cm:M0560:official","rheumatoid arthritis of unspecified site with involvement of other organs and systems","site involvement organs systems rheumatoid arthritis"
"icd10cm:M0561:official","rheumatoid arthritis of shoulder with involvement of other organs and systems","shoulder involvement organs systems rheumatoid arthritis"
"icd10cm:M05611:official","rheumatoid arthritis of right shoulder with involvement of other organs and systems","right shoulder involvement organs systems rheumatoid arthritis"
"icd10cm:M05612:official","rheumatoid arthritis of left shoulder with involvement of other organs and systems","left shoulder involvement organs systems rheumatoid arthritis"
"icd10cm:M0562:official","rheumatoid arthritis of elbow with involvement of other organs and systems","elbow involvement organs systems rheumatoid arthritis"
"icd10cm:M05621:official","rheumatoid arthritis of right elbow with involvement of other organs and systems","right elbow involvement organs systems rheumatoid arthritis"
"icd10cm:M05622:official","rheumatoid arthritis of left elbow with involvement of other organs and systems","left elbow involvement organs systems rheumatoid arthritis"
"icd10cm:M0563:official","rheumatoid arthritis of wrist with involvement of other organs and systems","wrist involvement organs systems rheumatoid arthritis"
"icd10cm:M05631:official","rheumatoid arthritis of right wrist with involvement of other organs and systems","right wrist involvement organs systems rheumatoid arthritis"
"icd10cm:M05632:official","rheumatoid arthritis of left wrist with involvement of other organs and systems","left wrist involvement organs systems rheumatoid arthritis"
"icd10cm:M0564:official","rheumatoid arthritis of hand with involvement of other organs and systems","hand involvement organs systems rheumatoid arthritis"
"icd10cm:M05641:official","rheumatoid arthritis of right hand with involvement of other organs and systems","right hand involvement organs systems rheumatoid arthritis"
"icd10cm:M05642:official","rheumatoid arthritis of left hand with involvement of other organs and systems","left hand involvement organs systems rheumatoid arthritis"
"icd10cm:M0565:official","rheumatoid arthritis of hip with involvement of other organs and systems","hip involvement organs systems rheumatoid arthritis"
"icd10cm:M05651:official","rheumatoid arthritis of right hip with involvement of other organs and systems","right hip involvement organs systems rheumatoid arthritis"
"icd10cm:M05652:official","rheumatoid arthritis of left hip with involvement of other organs and systems","left hip involvement organs systems rheumatoid arthritis"
"icd10cm:M0566:official","rheumatoid arthritis of knee with involvement of other organs and systems","knee involvement organs systems rheumatoid arthritis"
"icd10cm:M05661:official","rheumatoid arthritis of right knee with involvement of other organs and systems","right knee involvement organs systems rheumatoid arthritis"
"icd10cm:M05662:official","rheumatoid arthritis of left knee with involvement of other organs and systems","left knee involvement organs systems rheumatoid arthritis"
"icd10cm:M0567:official","rheumatoid arthritis of ankle and foot with involvement of other organs and systems","ankle foot involvement organs systems rheumatoid arthritis"
"icd10cm:M05671:official","rheumatoid arthritis of right ankle and foot with involvement of other organs and systems","right ankle foot involvement organs systems rheumatoid arthritis"
"icd10cm:M05672:official","rheumatoid arthritis of left ankle and foot with involvement of other organs and systems","left ankle foot involvement organs systems rheumatoid arthritis"
"icd10cm:M0569:official","rheumatoid arthritis of multiple sites with involvement of other organs and systems","multiple sites involvement organs systems rheumatoid arthritis"
"icd10cm:M0570:official","rheumatoid arthritis with rheumatoid factor of unspecified site without organ or systems involvement","site organ systems involvement rheumatoid arthritis rheumatoid factor"
"icd10cm:M0571:official","rheumatoid arthritis with rheumatoid factor of shoulder without organ or systems involvement","shoulder organ systems involvement rheumatoid arthritis rheumatoid factor"
"icd10cm:M05711:official","rheumatoid arthritis with rheumatoid factor of right shoulder without organ or systems involvement","right shoulder organ systems involvement rheumatoid arthritis rheumatoid factor"
